

===== No.40 =====
(((33.0, 49.0), '+'), 'South'): 19
(((4.0, 15.0), '+'), 'East'): 8
(((44.0, 38.0), '+'), 'West'): 22
(((40.0, 16.0), '+'), 'West'): 19
(((48.0, 46.0), '+'), 'West'): 21
(((47.0, 33.0), '+'), 'West'): 21
(((8.0, 16.0), '+'), 'North'): 5
(((9.0, 4.0), '+'), 'West'): 4
(((43.0, 9.0), '+'), 'East'): 18
(((6.0, 17.0), '+'), 'South'): 9
(((17.0, 35.0), '+'), 'West'): 15
(((3.0, 43.0), '+'), 'East'): 17
(((29.0, 45.0), '+'), 'North'): 19
(((32.0, 0.0), '+'), 'North'): 10
(((33.0, 45.0), '+'), 'East'): 20
(((49.0, 20.0), '+'), 'West'): 22
(((17.0, 38.0), '+'), 'South'): 15
(((2.0, 0.0), '+'), 'North'): 1
(((30.0, 25.0), '+'), 'West'): 16
(((42.0, 48.0), '+'), 'East'): 20
(((10.0, 2.0), '+'), 'West'): 3
(((20.0, 3.0), '+'), 'South'): 9
(((22.0, 20.0), '+'), 'East'): 17
(((28.0, 2.0), '+'), 'West'): 10
(((16.0, 22.0), '+'), 'South'): 21
(((11.0, 41.0), '+'), 'East'): 14
(((7.0, 36.0), '+'), 'South'): 15
(((13.0, 26.0), '+'), 'South'): 15
(((16.0, 30.0), '+'), 'West'): 15
(((1.0, 22.0), '+'), 'East'): 11
(((45.0, 48.0), '+'), 'East'): 20
(((25.0, 43.0), '+'), 'South'): 19
(((22.0, 11.0), '+'), 'West'): 12
(((28.0, 31.0), '+'), 'South'): 15
(((6.0, 20.0), '+'), 'South'): 15
(((11.0, 28.0), '+'), 'East'): 11
(((39.0, 39.0), '+'), 'East'): 22
(((26.0, 21.0), '+'), 'West'): 17
(((32.0, 18.0), '+'), 'North'): 16
(((24.0, 8.0), '+'), 'North'): 11
(((4.0, 45.0), '+'), 'East'): 13
(((5.0, 35.0), '+'), 'North'): 14
(((38.0, 39.0), '+'), 'West'): 21
(((26.0, 23.0), '+'), 'South'): 17
(((3.0, 19.0), '+'), 'North'): 10
(((35.0, 14.0), '+'), 'North'): 16
(((23.0, 47.0), '+'), 'South'): 19
(((14.0, 31.0), '+'), 'North'): 14
(((24.0, 44.0), '+'), 'South'): 18
(((33.0, 23.0), '+'), 'West'): 20
(((39.0, 10.0), '+'), 'North'): 17
(((10.0, 30.0), '+'), 'South'): 14
(((9.0, 14.0), '+'), 'North'): 3
(((43.0, 6.0), '+'), 'South'): 19
(((48.0, 25.0), '+'), 'East'): 21
(((38.0, 49.0), '+'), 'South'): 21
(((40.0, 39.0), '+'), 'East'): 22
(((31.0, 28.0), '+'), 'West'): 15
(((20.0, 12.0), '+'), 'East'): 11
(((42.0, 28.0), '+'), 'West'): 21
(((25.0, 24.0), '+'), 'West'): 17
(((30.0, 33.0), '+'), 'East'): 17
(((35.0, 23.0), '+'), 'West'): 20
(((37.0, 12.0), '+'), 'East'): 18
(((32.0, 38.0), '+'), 'West'): 17
(((41.0, 38.0), '+'), 'South'): 21
(((16.0, 5.0), '+'), 'West'): 7
(((39.0, 42.0), '+'), 'South'): 21
(((29.0, 39.0), '+'), 'West'): 17
(((11.0, 30.0), '+'), 'North'): 14
(((28.0, 6.0), '+'), 'East'): 9
(((47.0, 36.0), '+'), 'South'): 21
(((38.0, 0.0), '+'), 'West'): 14
(((13.0, 0.0), '+'), 'East'): 2
(((25.0, 24.0), '+'), 'North'): 15
(((31.0, 2.0), '+'), 'West'): 10
(((26.0, 35.0), '+'), 'West'): 18
(((14.0, 41.0), '+'), 'North'): 15
(((16.0, 21.0), '+'), 'West'): 15
(((17.0, 29.0), '+'), 'North'): 16
(((39.0, 22.0), '+'), 'West'): 21
(((46.0, 43.0), '+'), 'South'): 21
(((2.0, 22.0), '+'), 'South'): 12
(((48.0, 0.0), '+'), 'North'): 19
(((49.0, 31.0), '+'), 'West'): 22
(((1.0, 36.0), '+'), 'North'): 12
(((13.0, 25.0), '+'), 'North'): 13
(((37.0, 10.0), '+'), 'West'): 17
(((14.0, 2.0), '+'), 'West'): 5
(((36.0, 48.0), '-'), 'West'): 16
(((3.0, 1.0), '+'), 'North'): 1
(((42.0, 8.0), '+'), 'South'): 19
(((24.0, 20.0), '+'), 'West'): 18
(((41.0, 9.0), '+'), 'West'): 18
(((39.0, 15.0), '+'), 'East'): 18
(((24.0, 34.0), '+'), 'West'): 19
(((45.0, 11.0), '+'), 'South'): 19
(((13.0, 46.0), '+'), 'South'): 15
(((37.0, 33.0), '+'), 'South'): 20
(((39.0, 27.0), '+'), 'North'): 21
(((34.0, 40.0), '+'), 'South'): 22
(((35.0, 21.0), '+'), 'East'): 20
(((2.0, 36.0), '+'), 'South'): 13
(((41.0, 19.0), '+'), 'West'): 17
(((5.0, 33.0), '+'), 'North'): 14
(((42.0, 1.0), '+'), 'West'): 19
(((36.0, 42.0), '+'), 'South'): 21
(((49.0, 19.0), '+'), 'North'): 22
(((19.0, 21.0), '+'), 'South'): 18
(((3.0, 12.0), '+'), 'West'): 4
(((30.0, 21.0), '+'), 'East'): 14
(((48.0, 15.0), '+'), 'West'): 20
(((29.0, 17.0), '+'), 'West'): 16
(((48.0, 45.0), '+'), 'East'): 20
(((43.0, 11.0), '+'), 'North'): 18
(((10.0, 3.0), '+'), 'East'): 4
(((28.0, 45.0), '+'), 'South'): 19
(((44.0, 45.0), '+'), 'North'): 22
(((39.0, 15.0), '+'), 'North'): 19
(((44.0, 33.0), '+'), 'North'): 21
(((40.0, 20.0), '+'), 'East'): 18
(((39.0, 11.0), '+'), 'West'): 17
(((22.0, 34.0), '+'), 'South'): 18
(((49.0, 21.0), '+'), 'South'): 22
(((7.0, 38.0), '+'), 'South'): 14
(((18.0, 46.0), '+'), 'East'): 18
(((24.0, 45.0), '+'), 'North'): 18
(((2.0, 26.0), '+'), 'East'): 13
(((47.0, 32.0), '+'), 'South'): 22
(((3.0, 21.0), '+'), 'East'): 11
(((10.0, 48.0), '+'), 'East'): 14
(((4.0, 38.0), '+'), 'West'): 14
(((40.0, 18.0), '+'), 'North'): 18
(((14.0, 28.0), '+'), 'West'): 14
(((32.0, 30.0), '+'), 'East'): 16
(((44.0, 26.0), '+'), 'South'): 21
(((19.0, 22.0), '+'), 'South'): 16
(((13.0, 11.0), '+'), 'North'): 6
(((35.0, 23.0), '+'), 'South'): 20
(((2.0, 18.0), '+'), 'West'): 8
(((19.0, 3.0), '+'), 'West'): 8
(((37.0, 48.0), '+'), 'East'): 29
(((4.0, 3.0), '+'), 'South'): 1
(((7.0, 9.0), '+'), 'North'): 5
(((30.0, 2.0), '+'), 'East'): 10
(((29.0, 29.0), '+'), 'South'): 15
(((14.0, 29.0), '+'), 'South'): 15
(((26.0, 43.0), '+'), 'South'): 18
(((40.0, 39.0), '+'), 'North'): 22
(((30.0, 10.0), '+'), 'North'): 15
(((35.0, 44.0), '+'), 'South'): 21
(((17.0, 11.0), '+'), 'North'): 14
(((38.0, 16.0), '+'), 'East'): 18
(((35.0, 42.0), '+'), 'South'): 21
(((20.0, 29.0), '+'), 'South'): 17
(((49.0, 5.0), '+'), 'South'): 20
(((34.0, 3.0), '+'), 'West'): 12
(((22.0, 14.0), '+'), 'North'): 12
(((43.0, 42.0), '|'), 'South'): 1
(((36.0, 41.0), '+'), 'North'): 20
(((20.0, 36.0), '+'), 'West'): 17
(((10.0, 37.0), '+'), 'North'): 13
(((27.0, 23.0), '+'), 'East'): 15
(((36.0, 43.0), '+'), 'North'): 21
(((35.0, 4.0), '+'), 'West'): 14
(((1.0, 36.0), '+'), 'South'): 12
(((44.0, 24.0), '+'), 'East'): 21
(((0.0, 32.0), '+'), 'East'): 13
(((9.0, 0.0), '+'), 'North'): 3
(((31.0, 36.0), '+'), 'West'): 17
(((32.0, 49.0), '+'), 'West'): 20
(((27.0, 1.0), '+'), 'North'): 9
(((7.0, 13.0), '+'), 'East'): 7
(((43.0, 25.0), '+'), 'East'): 22
(((4.0, 35.0), '+'), 'North'): 14
(((31.0, 1.0), '+'), 'East'): 10
(((26.0, 24.0), '+'), 'South'): 16
(((10.0, 29.0), '+'), 'South'): 16
(((45.0, 42.0), '+'), 'East'): 20
(((11.0, 30.0), '+'), 'South'): 13
(((45.0, 46.0), '+'), 'East'): 21
(((24.0, 22.0), '+'), 'North'): 16
(((42.0, 19.0), '+'), 'West'): 16
(((34.0, 16.0), '+'), 'South'): 16
(((47.0, 35.0), '+'), 'South'): 21
(((8.0, 4.0), '+'), 'West'): 4
(((23.0, 21.0), '+'), 'West'): 19
(((47.0, 38.0), '+'), 'East'): 23
(((26.0, 19.0), '+'), 'South'): 15
(((19.0, 49.0), '+'), 'West'): 18
(((25.0, 9.0), '+'), 'South'): 10
(((28.0, 32.0), '+'), 'East'): 15
(((12.0, 14.0), '+'), 'West'): 14
(((36.0, 42.0), '+'), 'East'): 21
(((20.0, 33.0), '+'), 'South'): 17
(((43.0, 10.0), '+'), 'South'): 19
(((32.0, 26.0), '+'), 'East'): 15
(((1.0, 46.0), '+'), 'East'): 13
(((33.0, 9.0), '+'), 'West'): 15
(((6.0, 7.0), '+'), 'West'): 2
(((31.0, 34.0), '+'), 'West'): 17
(((49.0, 11.0), '+'), 'North'): 19
(((25.0, 38.0), '+'), 'West'): 19
(((36.0, 10.0), '+'), 'South'): 15
(((4.0, 43.0), '+'), 'West'): 15
(((6.0, 16.0), '+'), 'East'): 7
(((9.0, 16.0), '+'), 'West'): 5
(((6.0, 28.0), '+'), 'West'): 15
(((11.0, 44.0), '+'), 'South'): 14
(((9.0, 4.0), '+'), 'South'): 4
(((29.0, 25.0), '+'), 'East'): 15
(((44.0, 14.0), '+'), 'West'): 20
(((8.0, 22.0), '+'), 'South'): 14
(((35.0, 15.0), '+'), 'North'): 16
(((46.0, 11.0), '+'), 'North'): 20
(((14.0, 38.0), '+'), 'West'): 15
(((39.0, 16.0), '+'), 'East'): 18
(((37.0, 17.0), '+'), 'North'): 19
(((4.0, 36.0), '+'), 'South'): 15
(((6.0, 21.0), '+'), 'South'): 14
(((4.0, 15.0), '+'), 'North'): 6
(((45.0, 41.0), '+'), 'North'): 20
(((47.0, 5.0), '+'), 'South'): 20
(((27.0, 25.0), '+'), 'North'): 15
(((2.0, 12.0), '+'), 'East'): 6
(((19.0, 24.0), '+'), 'West'): 17
(((29.0, 3.0), '+'), 'West'): 10
(((35.0, 33.0), '+'), 'West'): 19
(((45.0, 27.0), '+'), 'East'): 22
(((8.0, 43.0), '+'), 'South'): 13
(((27.0, 43.0), '+'), 'West'): 19
(((6.0, 11.0), '+'), 'South'): 4
(((45.0, 46.0), '+'), 'West'): 21
(((40.0, 17.0), '+'), 'North'): 18
(((25.0, 26.0), '+'), 'West'): 14
(((16.0, 34.0), '+'), 'North'): 14
(((15.0, 13.0), '+'), 'North'): 14
(((48.0, 37.0), '+'), 'East'): 23
(((44.0, 35.0), '+'), 'East'): 22
(((1.0, 34.0), '+'), 'South'): 13
(((41.0, 17.0), '+'), 'West'): 19
(((16.0, 8.0), '+'), 'West'): 8
(((9.0, 26.0), '+'), 'East'): 15
(((47.0, 24.0), '+'), 'East'): 21
(((5.0, 8.0), '+'), 'East'): 4
(((33.0, 47.0), '+'), 'East'): 20
(((2.0, 36.0), '+'), 'North'): 12
(((48.0, 43.0), '+'), 'West'): 20
(((23.0, 34.0), '+'), 'East'): 17
(((9.0, 15.0), '+'), 'South'): 9
(((37.0, 16.0), '+'), 'South'): 18
(((4.0, 21.0), '+'), 'South'): 12
(((37.0, 39.0), '+'), 'East'): 21
(((5.0, 20.0), '+'), 'West'): 11
(((3.0, 1.0), '+'), 'South'): 1
(((21.0, 46.0), '+'), 'West'): 17
(((1.0, 12.0), '+'), 'East'): 5
(((39.0, 28.0), '+'), 'East'): 21
(((24.0, 19.0), '+'), 'East'): 15
(((26.0, 48.0), '+'), 'East'): 17
(((27.0, 46.0), '+'), 'North'): 19
(((17.0, 6.0), '+'), 'East'): 6
(((20.0, 33.0), '+'), 'East'): 16
(((28.0, 44.0), '+'), 'South'): 20
(((24.0, 43.0), '+'), 'South'): 19
(((48.0, 34.0), '+'), 'South'): 21
(((40.0, 15.0), '+'), 'East'): 18
(((25.0, 44.0), '+'), 'West'): 19
(((33.0, 3.0), '+'), 'East'): 12
(((15.0, 28.0), '+'), 'West'): 13
(((39.0, 33.0), '+'), 'North'): 21
(((18.0, 28.0), '+'), 'South'): 19
(((40.0, 7.0), '+'), 'West'): 20
(((16.0, 42.0), '+'), 'North'): 17
(((1.0, 33.0), '+'), 'North'): 12
(((24.0, 13.0), '+'), 'North'): 11
(((13.0, 31.0), '+'), 'South'): 13
(((23.0, 41.0), '+'), 'South'): 19
(((32.0, 20.0), '+'), 'West'): 15
(((41.0, 32.0), '+'), 'East'): 22
(((28.0, 27.0), '+'), 'East'): 15
(((29.0, 41.0), '+'), 'West'): 21
(((31.0, 17.0), '+'), 'North'): 16
(((34.0, 35.0), '+'), 'South'): 17
(((9.0, 44.0), '+'), 'East'): 14
(((24.0, 43.0), '+'), 'West'): 19
(((5.0, 25.0), '+'), 'South'): 15
(((1.0, 22.0), '+'), 'West'): 10
(((29.0, 47.0), '+'), 'West'): 20
(((43.0, 45.0), '+'), 'East'): 21
(((1.0, 27.0), '+'), 'West'): 12
(((38.0, 43.0), '+'), 'East'): 22
(((31.0, 14.0), '+'), 'North'): 16
(((23.0, 29.0), '+'), 'East'): 15
(((35.0, 46.0), '+'), 'West'): 21
(((8.0, 42.0), '+'), 'West'): 14
(((13.0, 10.0), '+'), 'North'): 5
(((1.0, 38.0), '+'), 'West'): 13
(((40.0, 36.0), '+'), 'East'): 21
(((6.0, 3.0), '+'), 'West'): 3
(((30.0, 32.0), '+'), 'West'): 17
(((18.0, 29.0), '+'), 'North'): 17
(((32.0, 12.0), '+'), 'East'): 16
(((42.0, 44.0), '+'), 'East'): 20
(((12.0, 18.0), '+'), 'North'): 10
(((3.0, 18.0), '+'), 'South'): 10
(((33.0, 28.0), '+'), 'North'): 15
(((29.0, 2.0), '+'), 'North'): 10
(((8.0, 24.0), '+'), 'South'): 15
(((28.0, 44.0), '+'), 'East'): 19
(((40.0, 37.0), '+'), 'South'): 21
(((14.0, 22.0), '+'), 'North'): 17
(((21.0, 23.0), '+'), 'North'): 15
(((38.0, 47.0), '|'), 'North'): 17
(((3.0, 21.0), '+'), 'South'): 11
(((47.0, 31.0), '+'), 'West'): 22
(((3.0, 27.0), '+'), 'North'): 13
(((12.0, 5.0), '+'), 'East'): 6
(((44.0, 10.0), '+'), 'West'): 18
(((41.0, 29.0), '+'), 'East'): 22
(((40.0, 26.0), '+'), 'West'): 21
(((16.0, 4.0), '+'), 'South'): 5
(((24.0, 40.0), '+'), 'South'): 20
(((42.0, 48.0), '+'), 'West'): 22
(((5.0, 26.0), '+'), 'South'): 15
(((37.0, 23.0), '+'), 'North'): 18
(((29.0, 23.0), '+'), 'West'): 15
(((19.0, 10.0), '+'), 'West'): 13
(((13.0, 49.0), '+'), 'West'): 16
(((17.0, 13.0), '+'), 'North'): 15
(((17.0, 22.0), '+'), 'North'): 17
(((38.0, 14.0), '+'), 'East'): 18
(((0.0, 47.0), '+'), 'South'): 13
(((29.0, 10.0), '+'), 'North'): 15
(((19.0, 30.0), '+'), 'East'): 16
(((24.0, 28.0), '+'), 'North'): 15
(((0.0, 40.0), '+'), 'South'): 13
(((38.0, 21.0), '+'), 'East'): 20
(((35.0, 31.0), '+'), 'North'): 20
(((43.0, 39.0), '+'), 'West'): 23
(((28.0, 41.0), '+'), 'North'): 20
(((10.0, 31.0), '+'), 'East'): 14
(((49.0, 24.0), '+'), 'North'): 21
(((39.0, 18.0), '+'), 'South'): 18
(((19.0, 11.0), '+'), 'North'): 12
(((25.0, 20.0), '+'), 'North'): 16
(((8.0, 42.0), '+'), 'East'): 13
(((11.0, 42.0), '+'), 'West'): 15
(((38.0, 12.0), '+'), 'West'): 18
(((8.0, 46.0), '+'), 'West'): 14
(((46.0, 47.0), '+'), 'East'): 20
(((5.0, 23.0), '+'), 'North'): 13
(((10.0, 0.0), '+'), 'North'): 2
(((25.0, 9.0), '+'), 'West'): 11
(((35.0, 30.0), '+'), 'East'): 18
(((43.0, 0.0), '+'), 'North'): 19
(((36.0, 12.0), '+'), 'East'): 18
(((48.0, 40.0), '+'), 'South'): 22
(((47.0, 5.0), '+'), 'East'): 20
(((49.0, 12.0), '+'), 'West'): 19
(((41.0, 3.0), '+'), 'East'): 19
(((42.0, 38.0), '+'), 'North'): 22
(((44.0, 0.0), '+'), 'East'): 19
(((1.0, 45.0), '+'), 'East'): 12
(((3.0, 9.0), '+'), 'North'): 3
(((4.0, 0.0), '+'), 'West'): 1
(((44.0, 47.0), '+'), 'East'): 21
(((21.0, 49.0), '+'), 'East'): 15
(((46.0, 31.0), '+'), 'East'): 21
(((12.0, 35.0), '+'), 'East'): 14
(((32.0, 13.0), '+'), 'East'): 16
(((15.0, 48.0), '+'), 'North'): 17
(((46.0, 34.0), '+'), 'South'): 20
(((20.0, 49.0), '+'), 'East'): 16
(((21.0, 29.0), '+'), 'South'): 17
(((46.0, 46.0), '+'), 'East'): 20
(((25.0, 29.0), '+'), 'South'): 15
(((46.0, 9.0), '+'), 'South'): 19
(((43.0, 44.0), '+'), 'South'): 20
(((36.0, 46.0), '+'), 'East'): 21
(((46.0, 39.0), '+'), 'South'): 23
(((20.0, 44.0), '+'), 'South'): 17
(((38.0, 30.0), '+'), 'North'): 21
(((4.0, 6.0), '+'), 'North'): 4
(((48.0, 7.0), '+'), 'North'): 20
(((28.0, 32.0), '+'), 'South'): 16
(((19.0, 25.0), '+'), 'South'): 16
(((1.0, 19.0), '+'), 'North'): 9
(((42.0, 32.0), '+'), 'South'): 22
(((5.0, 26.0), '+'), 'East'): 15
(((40.0, 22.0), '+'), 'North'): 20
(((9.0, 21.0), '+'), 'West'): 13
(((43.0, 39.0), '+'), 'East'): 22
(((9.0, 13.0), '+'), 'North'): 4
(((36.0, 44.0), '+'), 'East'): 20
(((24.0, 47.0), '+'), 'North'): 19
(((34.0, 13.0), '+'), 'West'): 16
(((43.0, 7.0), '+'), 'North'): 19
(((44.0, 20.0), '+'), 'East'): 20
(((19.0, 41.0), '+'), 'West'): 18
(((0.0, 38.0), '+'), 'North'): 13
(((39.0, 18.0), '+'), 'East'): 18
(((35.0, 33.0), '+'), 'South'): 18
(((38.0, 21.0), '+'), 'South'): 20
(((14.0, 47.0), '+'), 'East'): 18
(((49.0, 7.0), '+'), 'South'): 19
(((43.0, 7.0), '+'), 'West'): 19
(((38.0, 5.0), '+'), 'West'): 15
(((31.0, 38.0), '+'), 'South'): 17
(((30.0, 27.0), '+'), 'North'): 15
(((47.0, 39.0), '+'), 'West'): 23
(((5.0, 45.0), '+'), 'East'): 16
(((0.0, 48.0), '+'), 'East'): 11
(((45.0, 28.0), '+'), 'West'): 21
(((27.0, 40.0), '+'), 'South'): 18
(((24.0, 49.0), '+'), 'East'): 17
(((21.0, 13.0), '+'), 'North'): 12
(((9.0, 27.0), '+'), 'East'): 14
(((36.0, 44.0), '+'), 'West'): 21
(((25.0, 19.0), '+'), 'East'): 15
(((42.0, 24.0), '+'), 'North'): 21
(((23.0, 0.0), '+'), 'West'): 5
(((16.0, 25.0), '+'), 'West'): 18
(((2.0, 16.0), '+'), 'East'): 7
(((39.0, 32.0), '+'), 'East'): 22
(((19.0, 18.0), '+'), 'East'): 12
(((11.0, 45.0), '+'), 'West'): 15
(((27.0, 42.0), '+'), 'East'): 19
(((8.0, 20.0), '+'), 'West'): 17
(((19.0, 13.0), '+'), 'West'): 13
(((32.0, 13.0), '+'), 'South'): 17
(((45.0, 24.0), '+'), 'South'): 21
(((13.0, 39.0), '+'), 'North'): 14
(((29.0, 46.0), '+'), 'North'): 19
(((27.0, 20.0), '+'), 'South'): 15
(((21.0, 36.0), '+'), 'West'): 17
(((36.0, 35.0), '+'), 'South'): 18
(((39.0, 13.0), '+'), 'West'): 19
(((26.0, 7.0), '+'), 'West'): 10
(((21.0, 31.0), '+'), 'West'): 17
(((18.0, 45.0), '+'), 'West'): 18
(((39.0, 48.0), '+'), 'West'): 19
(((31.0, 5.0), '+'), 'South'): 11
(((40.0, 26.0), '+'), 'South'): 21
(((40.0, 1.0), '-'), 'West'): 1
(((37.0, 48.0), '+'), 'West'): 32
(((34.0, 44.0), '+'), 'South'): 21
(((34.0, 8.0), '+'), 'East'): 14
(((41.0, 27.0), '+'), 'East'): 21
(((5.0, 12.0), '+'), 'West'): 3
(((31.0, 15.0), '+'), 'North'): 16
(((15.0, 6.0), '+'), 'West'): 7
(((42.0, 9.0), '+'), 'North'): 19
(((24.0, 4.0), '+'), 'East'): 9
(((9.0, 16.0), '+'), 'East'): 5
(((40.0, 28.0), '+'), 'North'): 22
(((45.0, 3.0), '+'), 'East'): 20
(((36.0, 42.0), '+'), 'North'): 20
(((23.0, 43.0), '+'), 'West'): 19
(((36.0, 30.0), '+'), 'South'): 18
(((47.0, 17.0), '+'), 'South'): 22
(((34.0, 5.0), '+'), 'South'): 13
(((13.0, 32.0), '+'), 'West'): 13
(((25.0, 17.0), '+'), 'West'): 15
(((3.0, 6.0), '+'), 'South'): 3
(((49.0, 16.0), '+'), 'West'): 19
(((30.0, 28.0), '+'), 'South'): 15
(((37.0, 33.0), '+'), 'North'): 18
(((18.0, 42.0), '+'), 'East'): 18
(((21.0, 22.0), '+'), 'South'): 17
(((40.0, 27.0), '+'), 'East'): 22
(((34.0, 24.0), '|'), 'South'): 1
(((9.0, 48.0), '+'), 'West'): 13
(((18.0, 43.0), '+'), 'West'): 18
(((10.0, 47.0), '+'), 'East'): 14
(((22.0, 30.0), '+'), 'East'): 14
(((14.0, 37.0), '+'), 'North'): 14
(((43.0, 29.0), '+'), 'South'): 21
(((43.0, 48.0), '+'), 'West'): 21
(((25.0, 3.0), '+'), 'West'): 10
(((33.0, 47.0), '+'), 'West'): 20
(((3.0, 16.0), '+'), 'East'): 8
(((16.0, 1.0), '+'), 'South'): 4
(((13.0, 38.0), '+'), 'North'): 15
(((0.0, 32.0), '+'), 'North'): 12
(((12.0, 25.0), '+'), 'North'): 15
(((32.0, 12.0), '+'), 'South'): 16
(((21.0, 6.0), '+'), 'West'): 10
(((45.0, 18.0), '+'), 'South'): 21
(((31.0, 32.0), '+'), 'West'): 17
(((36.0, 41.0), '+'), 'West'): 22
(((24.0, 11.0), '+'), 'North'): 11
(((6.0, 36.0), '+'), 'South'): 14
(((5.0, 40.0), '+'), 'West'): 14
(((5.0, 5.0), '+'), 'East'): 3
(((39.0, 21.0), '+'), 'West'): 20
(((21.0, 4.0), '+'), 'South'): 9
(((0.0, 21.0), '+'), 'South'): 10
(((43.0, 10.0), '+'), 'West'): 18
(((27.0, 6.0), '+'), 'East'): 9
(((48.0, 38.0), '+'), 'West'): 22
(((47.0, 26.0), '+'), 'West'): 21
(((19.0, 37.0), '+'), 'South'): 16
(((22.0, 35.0), '+'), 'North'): 17
(((1.0, 7.0), '+'), 'East'): 2
(((25.0, 44.0), '+'), 'East'): 19
(((26.0, 47.0), '+'), 'East'): 18
(((37.0, 5.0), '+'), 'North'): 15
(((1.0, 19.0), '+'), 'South'): 10
(((44.0, 44.0), '+'), 'North'): 21
(((18.0, 24.0), '+'), 'West'): 18
(((47.0, 4.0), '+'), 'West'): 20
(((42.0, 4.0), '+'), 'North'): 20
(((26.0, 23.0), '+'), 'East'): 15
(((31.0, 42.0), '+'), 'South'): 20
(((38.0, 26.0), '+'), 'East'): 21
(((31.0, 41.0), '+'), 'North'): 20
(((40.0, 49.0), '+'), 'East'): 20
(((43.0, 47.0), '+'), 'East'): 21
(((46.0, 42.0), '+'), 'North'): 21
(((2.0, 4.0), '+'), 'East'): 2
(((1.0, 23.0), '+'), 'East'): 12
(((44.0, 33.0), '+'), 'West'): 21
(((32.0, 26.0), '+'), 'South'): 14
(((33.0, 48.0), '+'), 'West'): 20
(((37.0, 31.0), '+'), 'North'): 20
(((47.0, 20.0), '+'), 'North'): 21
(((19.0, 6.0), '+'), 'West'): 11
(((16.0, 21.0), '+'), 'South'): 20
(((39.0, 37.0), '+'), 'West'): 22
(((44.0, 45.0), '+'), 'East'): 21
(((21.0, 33.0), '+'), 'East'): 17
(((24.0, 29.0), '+'), 'West'): 16
(((45.0, 6.0), '+'), 'East'): 19
(((42.0, 9.0), '+'), 'South'): 18
(((7.0, 4.0), '+'), 'West'): 3
(((23.0, 29.0), '+'), 'West'): 16
(((3.0, 23.0), '+'), 'West'): 13
(((6.0, 11.0), '+'), 'North'): 4
(((16.0, 23.0), '+'), 'West'): 18
(((14.0, 23.0), '+'), 'South'): 16
(((39.0, 42.0), '+'), 'West'): 22
(((33.0, 5.0), '+'), 'North'): 13
(((30.0, 21.0), '+'), 'North'): 14
(((24.0, 13.0), '+'), 'West'): 11
(((37.0, 30.0), '+'), 'East'): 19
(((43.0, 29.0), '+'), 'North'): 22
(((23.0, 8.0), '+'), 'East'): 10
(((1.0, 35.0), '+'), 'West'): 13
(((20.0, 35.0), '+'), 'South'): 17
(((15.0, 1.0), '+'), 'South'): 4
(((24.0, 39.0), '+'), 'East'): 19
(((49.0, 3.0), '+'), 'North'): 20
(((12.0, 28.0), '+'), 'West'): 15
(((34.0, 2.0), '+'), 'South'): 10
(((28.0, 3.0), '+'), 'East'): 10
(((24.0, 44.0), '+'), 'West'): 19
(((3.0, 18.0), '+'), 'East'): 10
(((48.0, 31.0), '+'), 'East'): 22
(((11.0, 26.0), '+'), 'East'): 13
(((0.0, 7.0), '+'), 'East'): 2
(((19.0, 7.0), '+'), 'North'): 9
(((23.0, 30.0), '+'), 'South'): 15
(((18.0, 0.0), '+'), 'North'): 2
(((45.0, 30.0), '+'), 'East'): 21
(((36.0, 21.0), '+'), 'South'): 18
(((7.0, 5.0), '+'), 'South'): 4
(((47.0, 19.0), '+'), 'West'): 22
(((4.0, 20.0), '+'), 'South'): 11
(((15.0, 15.0), '+'), 'East'): 13
(((25.0, 45.0), '+'), 'South'): 19
(((42.0, 17.0), '+'), 'West'): 19
(((43.0, 35.0), '+'), 'West'): 20
(((11.0, 31.0), '+'), 'South'): 13
(((3.0, 2.0), '+'), 'South'): 1
(((41.0, 12.0), '+'), 'South'): 18
(((7.0, 1.0), '+'), 'East'): 2
(((23.0, 30.0), '+'), 'West'): 15
(((49.0, 4.0), '+'), 'South'): 20
(((17.0, 49.0), '+'), 'East'): 18
(((46.0, 3.0), '+'), 'South'): 19
(((45.0, 11.0), '+'), 'West'): 19
(((12.0, 36.0), '+'), 'West'): 15
(((10.0, 42.0), '+'), 'West'): 15
(((24.0, 35.0), '+'), 'North'): 18
(((33.0, 15.0), '+'), 'West'): 18
(((19.0, 35.0), '+'), 'North'): 16
(((34.0, 32.0), '+'), 'North'): 19
(((17.0, 26.0), '+'), 'West'): 18
(((11.0, 36.0), '+'), 'East'): 14
(((34.0, 3.0), '+'), 'South'): 12
(((17.0, 39.0), '+'), 'West'): 16
(((25.0, 40.0), '+'), 'South'): 19
(((21.0, 13.0), '+'), 'East'): 12
(((13.0, 25.0), '+'), 'West'): 14
(((46.0, 23.0), '+'), 'West'): 21
(((28.0, 35.0), '+'), 'West'): 18
(((20.0, 38.0), '+'), 'North'): 18
(((14.0, 12.0), '+'), 'North'): 11
(((1.0, 35.0), '+'), 'South'): 13
(((43.0, 14.0), '+'), 'East'): 19
(((0.0, 45.0), '+'), 'North'): 13
(((44.0, 28.0), '+'), 'East'): 20
(((11.0, 40.0), '+'), 'South'): 15
(((47.0, 19.0), '+'), 'East'): 21
(((17.0, 16.0), '+'), 'West'): 18
(((44.0, 30.0), '+'), 'West'): 22
(((45.0, 7.0), '+'), 'North'): 19
